Frag,8885,9113,14700,14928,f,0,5815,5673,8068,0.98,138.74,0,0
Frag,18996,17827,19919,18750,f,0,923,911,1238,0.99,134.13,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7238,0.98,124.47,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4386,0.97,98.94,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8212,0.98,141.22,0,0
Frag,18996,17827,19919,18750,f,0,923,911,1255,0.99,135.97,0,0
Frag,17653,17044,17706,17097,f,0,53,39,68,0.74,128.3,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2807,0.97,130.62,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4473,0.97,100.9,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,3810,0.95,201.48,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2740,0.97,127.5,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7186,0.98,123.58,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,4089,0.95,216.23,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6819,0.98,117.27,0,0
Frag,8885,9108,8945,9168,f,0,60,36,78,0.6,130.0,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7538,0.98,129.63,0,0
Frag,2691,2900,2794,3003,f,0,103,41,82,0.4,79.61,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6856,0.98,117.9,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,5947,0.98,102.27,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7736,0.98,133.04,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2240,0.97,104.23,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4414,0.97,99.57,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6478,0.98,111.4,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6900,0.98,118.66,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6909,0.98,118.81,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,1892,0.95,100.05,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7835,0.98,134.74,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6160,0.98,105.93,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6658,0.98,114.5,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3072,0.97,142.95,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6761,0.98,116.27,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5061,0.97,114.17,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3029,0.97,140.95,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4796,0.97,108.19,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3000,0.97,139.6,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4703,0.97,106.09,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,3506,0.95,185.4,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3087,0.97,143.65,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,4024,0.95,212.8,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8068,0.98,138.74,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8050,0.98,138.44,0,0
Frag,18996,17827,19919,18750,f,0,923,911,1238,0.99,134.13,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7239,0.98,124.49,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4386,0.97,98.94,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8084,0.98,139.02,0,0
Frag,18480,17310,19011,17841,f,0,531,523,753,0.98,141.81,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8212,0.98,141.22,0,0
Frag,18996,17827,19919,18750,f,0,923,911,1255,0.99,135.97,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,3116,0.95,164.78,0,0
Frag,17653,17044,17706,17097,f,0,53,39,76,0.74,143.4,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6855,0.98,117.88,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2807,0.97,130.62,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4473,0.97,100.9,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8002,0.98,137.61,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,3810,0.95,201.48,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2740,0.97,127.5,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7192,0.98,123.68,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,4089,0.95,216.23,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6819,0.98,117.27,0,0
Frag,8885,9108,8945,9168,f,0,60,36,78,0.6,130.0,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7538,0.98,129.63,0,0
Frag,2691,2900,2794,3003,f,0,103,41,82,0.4,79.61,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3442,0.97,160.17,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8253,0.98,141.93,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,2076,0.95,109.78,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6858,0.98,117.94,0,0
Frag,17664,17079,17921,17336,f,0,257,201,373,0.78,145.14,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6344,0.98,109.1,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2688,0.97,125.08,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,5947,0.98,102.27,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7736,0.98,133.04,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2662,0.97,123.87,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7290,0.98,125.37,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2243,0.97,104.37,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4414,0.97,99.57,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2482,0.97,115.5,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6478,0.98,111.4,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6900,0.98,118.66,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6909,0.98,118.81,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3050,0.97,141.93,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,1893,0.95,100.11,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7835,0.98,134.74,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7960,0.98,136.89,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6160,0.98,105.93,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2972,0.97,138.3,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6658,0.98,114.5,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7800,0.98,134.14,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3072,0.97,142.95,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7638,0.98,131.35,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,3229,0.95,170.76,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6238,0.98,107.27,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6761,0.98,116.27,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5063,0.97,114.21,0,0
Frag,18996,17827,19919,18750,f,0,923,911,1684,0.99,182.45,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3029,0.97,140.95,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8024,0.98,137.99,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4796,0.97,108.19,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3002,0.97,139.69,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,14685,14909,16834,17058,f,0,2149,2093,3016,0.97,140.34,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4793,0.97,108.12,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4703,0.97,106.09,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6935,0.98,119.26,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,3506,0.95,185.4,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3088,0.97,143.69,0,0
Frag,18996,17827,19919,18750,f,0,923,911,1180,0.99,127.84,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,4024,0.95,212.8,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,3330,0.95,176.1,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7255,0.98,124.76,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5186,0.97,116.99,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,18996,17827,19919,18750,f,0,923,911,1366,0.99,148.0,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5085,0.97,114.71,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6257,0.98,107.6,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8068,0.98,138.74,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8050,0.98,138.44,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4982,0.97,112.38,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,18996,17827,19919,18750,f,0,923,911,1311,0.99,142.04,0,0
Frag,18996,17827,19919,18750,f,0,923,911,1238,0.99,134.13,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7239,0.98,124.49,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4386,0.97,98.94,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8084,0.98,139.02,0,0
Frag,18480,17310,19011,17841,f,0,531,523,755,0.98,142.18,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,18480,17310,19011,17841,f,0,531,523,804,0.98,151.41,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5024,0.97,113.33,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,3936,0.95,208.14,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2168,0.97,100.88,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7173,0.98,123.35,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8212,0.98,141.22,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7059,0.98,121.39,0,0
Frag,18996,17827,19919,18750,f,0,923,911,1255,0.99,135.97,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,3117,0.95,164.83,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,17653,17044,17706,17097,f,0,53,39,76,0.74,143.4,0,0
Frag,18996,17827,19919,18750,f,0,923,911,1290,0.99,139.76,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6855,0.98,117.88,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2810,0.97,130.76,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4474,0.97,100.92,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3394,0.97,157.93,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8159,0.98,140.31,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8002,0.98,137.61,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,3810,0.95,201.48,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4281,5225,0.97,117.87,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2741,0.97,127.55,0,0
Frag,18996,17827,19919,18750,f,0,923,911,1453,0.99,157.42,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7193,0.98,123.7,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,4089,0.95,216.23,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6820,0.98,117.28,0,0
Frag,8885,9108,8945,9168,f,0,60,38,79,0.63,131.67,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2181,0.97,101.49,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,4199,0.95,222.05,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7538,0.98,129.63,0,0
Frag,2691,2900,2794,3003,f,0,103,41,82,0.4,79.61,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3443,0.97,160.21,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8253,0.98,141.93,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,5866,0.98,100.88,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,2097,0.95,110.89,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6858,0.98,117.94,0,0
Frag,17664,17079,17921,17336,f,0,257,201,373,0.78,145.14,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7241,0.98,124.52,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6344,0.98,109.1,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3150,0.97,146.58,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4676,0.97,105.48,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3062,0.97,142.48,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2688,0.97,125.08,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,5947,0.98,102.27,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,4338,0.95,229.4,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6051,0.98,104.06,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7738,0.98,133.07,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2662,0.97,123.87,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7295,0.98,125.45,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2244,0.97,104.42,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7776,0.98,133.72,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,2923,0.95,154.57,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,2453,0.95,129.72,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,4414,0.97,99.57,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2484,0.97,115.59,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,7347,0.98,126.35,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6478,0.98,111.4,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6903,0.98,118.71,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,2157,0.97,100.37,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,6909,0.98,118.81,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,5792,0.98,99.6,0,0
Frag,14685,14909,16834,17058,f,0,2149,2091,3050,0.97,141.93,0,0
Frag,8885,9113,14700,14928,f,0,5815,5673,8356,0.98,143.7,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,4231,0.95,223.74,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,2693,2901,7126,7334,f,0,4433,4279,5224,0.97,117.84,0,0
Frag,7042,7251,8933,9142,f,0,1891,1791,3198,0.95,169.12,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
Frag,0,206,2700,2906,f,0,2700,2626,2663,0.97,98.63,0,0
